249 2291 
32 200 1 
58 73 1 
58 78 1 
58 63 1 
58 128 1 
58 80 1 
58 11 1 
234 158 1 
234 124 1 
234 231 1 
234 222 1 
234 132 1 
234 207 1 
234 9 1 
234 203 1 
234 134 1 
234 33 1 
234 29 1 
234 77 1 
234 169 1 
234 59 1 
234 196 1 
219 182 1 
219 103 1 
219 194 1 
219 141 1 
219 210 1 
219 244 1 
219 175 1 
219 135 1 
219 109 1 
219 248 1 
219 153 1 
219 54 1 
219 143 1 
219 44 1 
199 37 1 
199 185 1 
199 138 1 
199 90 1 
199 130 1 
199 12 1 
199 125 1 
199 234 1 
199 155 1 
199 162 1 
155 185 1 
155 122 1 
155 229 1 
155 7 1 
155 219 1 
155 14 1 
97 168 1 
97 210 1 
97 55 1 
97 140 1 
97 174 1 
97 143 1 
45 67 1 
45 168 1 
45 4 1 
45 244 1 
45 111 1 
45 120 1 
54 9 1 
54 194 1 
54 134 1 
54 180 1 
54 55 1 
54 246 1 
54 98 1 
54 248 1 
54 183 1 
54 3 1 
186 67 1 
186 9 1 
186 142 1 
186 2 1 
186 111 1 
186 195 1 
186 188 1 
186 152 1 
186 238 1 
14 214 1 
14 129 1 
14 189 1 
14 142 1 
14 164 1 
14 58 1 
14 219 1 
14 3 1 
162 150 1 
162 104 1 
162 244 1 
162 55 1 
162 206 1 
162 133 1 
162 83 1 
162 157 1 
162 200 1 
162 238 1 
247 73 1 
247 35 1 
247 195 1 
247 175 1 
247 232 1 
247 246 1 
247 58 1 
247 199 1 
247 14 1 
247 143 1 
247 1 1 
247 44 1 
247 15 1 
83 112 1 
83 31 1 
83 147 1 
83 204 1 
83 180 1 
83 29 1 
83 19 1 
83 198 1 
83 146 1 
83 242 1 
83 1 1 
83 137 1 
83 238 1 
120 184 1 
120 73 1 
120 150 1 
120 231 1 
120 172 1 
120 245 1 
120 165 1 
120 152 1 
120 81 1 
157 190 1 
157 139 1 
157 205 1 
157 163 1 
157 204 1 
157 98 1 
157 0 1 
157 32 1 
157 152 1 
143 61 1 
143 189 1 
143 5 1 
143 230 1 
143 213 1 
59 73 1 
59 214 1 
59 141 1 
59 63 1 
59 246 1 
59 54 1 
59 28 1 
1 195 1 
1 11 1 
1 200 1 
3 170 1 
3 71 1 
3 241 1 
3 20 1 
3 217 1 
3 171 1 
3 56 1 
3 173 1 
3 120 1 
3 13 1 
3 28 1 
44 35 1 
44 60 1 
44 33 1 
44 2 1 
44 41 1 
44 165 1 
44 98 1 
44 155 1 
44 137 1 
213 47 1 
213 112 1 
213 145 1 
213 36 1 
213 107 1 
213 29 1 
213 173 1 
213 84 1 
213 97 1 
213 1 1 
213 81 1 
213 238 1 
152 73 1 
152 139 1 
152 101 1 
152 9 1 
152 79 1 
152 220 1 
152 187 1 
152 14 1 
152 196 1 
152 238 1 
105 35 1 
105 147 1 
105 101 1 
105 177 1 
105 90 1 
105 203 1 
105 40 1 
105 187 1 
105 219 1 
105 97 1 
105 238 1 
13 214 1 
13 145 1 
13 101 1 
13 163 1 
13 92 1 
13 64 1 
13 60 1 
13 240 1 
13 12 1 
13 96 1 
13 80 1 
13 32 1 
13 196 1 
81 104 1 
81 115 1 
81 138 1 
81 56 1 
81 16 1 
81 140 1 
81 17 1 
81 11 1 
137 158 1 
137 31 1 
137 39 1 
137 101 1 
137 46 1 
137 206 1 
137 200 1 
28 93 1 
28 52 1 
28 244 1 
28 173 1 
28 77 1 
28 85 1 
28 174 1 
28 196 1 
28 11 1 
28 238 1 
196 31 1 
196 132 1 
196 244 1 
196 193 1 
196 16 1 
196 243 1 
196 230 1 
196 200 1 
15 42 1 
15 171 1 
15 74 1 
15 43 1 
15 213 1 
15 200 1 
11 150 1 
11 217 1 
11 117 1 
11 167 1 
11 106 1 
11 238 1 
200 26 1 
200 6 1 
200 238 1 
238 151 1 
238 166 1 
238 229 1 
238 115 1 
238 118 1 
238 149 1 
238 221 1 
238 79 1 
238 74 1 
238 162 1 
238 105 1 
238 208 1 
208 211 1 
208 61 1 
208 226 1 
208 95 1 
208 189 1 
208 133 1 
208 120 1 
