1000 2559 
496 431 1 
496 214 1 
307 786 1 
307 444 1 
307 662 1 
162 366 1 
162 750 1 
162 635 1 
679 10 1 
166 804 1 
166 564 1 
6 379 1 
204 357 1 
204 212 1 
993 72 1 
993 90 1 
798 833 1 
852 955 1 
280 197 1 
280 516 1 
583 595 1 
663 1 1 
663 188 1 
506 883 1 
506 638 1 
506 971 1 
422 564 1 
714 810 1 
714 238 1 
923 812 1 
923 250 1 
923 258 1 
499 341 1 
499 350 1 
499 303 1 
761 12 1 
761 253 1 
955 226 1 
972 262 1 
972 542 1 
773 341 1 
773 403 1 
773 430 1 
728 262 1 
728 84 1 
728 734 1 
567 886 1 
567 705 1 
214 11 1 
74 327 1 
74 516 1 
74 242 1 
74 650 1 
849 2 1 
615 793 1 
615 25 1 
615 10 1 
129 362 1 
359 856 1 
944 528 1 
944 995 1 
479 645 1 
479 910 1 
357 27 1 
357 886 1 
838 962 1 
838 404 1 
713 121 1 
793 910 1 
441 945 1 
441 190 1 
441 872 1 
113 910 1 
403 638 1 
676 197 1 
676 822 1 
638 53 1 
638 743 1 
364 256 1 
364 165 1 
524 205 1 
524 762 1 
524 177 1 
524 223 1 
523 764 1 
424 688 1 
221 856 1 
894 940 1 
894 647 1 
801 776 1 
801 81 1 
978 833 1 
978 285 1 
560 632 1 
560 99 1 
790 192 1 
436 822 1 
771 564 1 
771 219 1 
633 717 1 
630 191 1 
349 930 1 
856 950 1 
974 732 1 
334 967 1 
174 302 1 
174 661 1 
25 942 1 
25 325 1 
282 960 1 
348 84 1 
44 428 1 
44 903 1 
589 358 1 
589 11 1 
589 222 1 
206 596 1 
754 772 1 
754 782 1 
267 18 1 
267 601 1 
267 661 1 
764 165 1 
764 803 1 
388 53 1 
2 527 1 
2 846 1 
658 223 1 
41 889 1 
41 924 1 
41 382 1 
735 747 1 
735 785 1 
735 574 1 
1 34 1 
1 688 1 
1 572 1 
1 597 1 
853 802 1 
373 596 1 
197 86 1 
691 590 1 
691 163 1 
924 293 1 
924 362 1 
9 24 1 
911 472 1 
911 212 1 
613 651 1 
902 675 1 
772 208 1 
772 463 1 
772 192 1 
951 754 1 
951 813 1 
951 995 1 
428 203 1 
812 283 1 
95 163 1 
379 717 1 
564 200 1 
284 879 1 
284 266 1 
903 146 1 
903 313 1 
203 577 1 
150 671 1 
80 950 1 
904 21 1 
416 839 1 
416 430 1 
817 713 1 
817 424 1 
817 203 1 
817 675 1 
677 731 1 
358 834 1 
358 906 1 
635 313 1 
635 963 1 
645 86 1 
227 872 1 
146 773 1 
146 308 1 
822 837 1 
822 929 1 
991 720 1 
991 163 1 
110 649 1 
208 326 1 
208 164 1 
208 542 1 
983 490 1 
983 869 1 
983 709 1 
193 596 1 
308 579 1 
619 899 1 
869 846 1 
302 43 1 
621 409 1 
621 986 1 
865 610 1 
31 242 1 
31 462 1 
855 588 1 
855 264 1 
942 634 1 
942 476 1 
833 757 1 
446 11 1 
8 462 1 
500 642 1 
500 604 1 
885 426 1 
885 923 1 
885 283 1 
471 811 1 
711 734 1 
711 551 1 
711 266 1 
818 790 1 
818 665 1 
818 675 1 
200 604 1 
899 601 1 
64 84 1 
720 204 1 
720 84 1 
665 682 1 
665 846 1 
84 731 1 
405 651 1 
601 769 1 
601 394 1 
601 98 1 
601 99 1 
685 251 1 
685 222 1 
246 194 1 
165 426 1 
165 242 1 
165 312 1 
188 179 1 
188 664 1 
188 619 1 
188 636 1 
840 829 1 
840 959 1 
53 474 1 
53 190 1 
886 846 1 
516 531 1 
516 757 1 
182 186 1 
182 604 1 
182 976 1 
528 431 1 
528 158 1 
528 503 1 
392 224 1 
392 4 1 
392 748 1 
536 467 1 
536 128 1 
945 463 1 
596 570 1 
717 335 1 
717 253 1 
860 39 1 
860 362 1 
908 163 1 
925 608 1 
813 570 1 
11 636 1 
11 731 1 
11 649 1 
285 498 1 
285 22 1 
285 414 1 
598 240 1 
608 88 1 
313 26 1 
313 555 1 
10 967 1 
10 163 1 
24 429 1 
439 90 1 
743 956 1 
743 64 1 
743 590 1 
743 734 1 
616 610 1 
616 930 1 
709 228 1 
709 928 1 
730 444 1 
201 131 1 
201 90 1 
463 690 1 
463 72 1 
463 469 1 
995 88 1 
186 18 1 
186 495 1 
186 142 1 
186 811 1 
362 369 1 
362 688 1 
242 675 1 
242 338 1 
242 846 1 
198 595 1 
871 671 1 
218 240 1 
218 832 1 
283 442 1 
283 132 1 
283 241 1 
654 572 1 
675 233 1 
891 784 1 
482 762 1 
482 476 1 
132 86 1 
912 750 1 
912 488 1 
762 938 1 
762 697 1 
762 958 1 
762 959 1 
762 832 1 
456 643 1 
456 387 1 
240 547 1 
240 247 1 
338 604 1 
590 757 1 
967 604 1 
940 816 1 
940 4 1 
86 840 1 
86 963 1 
86 570 1 
688 560 1 
688 940 1 
688 910 1 
803 572 1 
802 183 1 
802 72 1 
811 429 1 
811 382 1 
786 532 1 
661 462 1 
264 937 1 
264 415 1 
43 942 1 
43 4 1 
21 122 1 
21 250 1 
555 350 1 
199 976 1 
241 422 1 
241 595 1 
481 408 1 
481 649 1 
913 960 1 
626 647 1 
250 222 1 
683 253 1 
734 702 1 
190 268 1 
190 186 1 
190 248 1 
430 191 1 
572 728 1 
572 124 1 
551 228 1 
551 597 1 
610 570 1 
350 685 1 
350 872 1 
350 776 1 
248 382 1 
922 591 1 
128 191 1 
177 439 1 
177 705 1 
872 900 1 
702 876 1 
702 959 1 
121 909 1 
121 616 1 
121 570 1 
191 219 1 
223 950 1 
488 671 1 
591 54 1 
574 383 1 
574 342 1 
574 557 1 
247 357 1 
247 518 1 
4 911 1 
4 163 1 
4 232 1 
258 672 1 
634 796 1 
634 486 1 
634 604 1 
109 533 1 
109 217 1 
194 972 1 
194 900 1 
444 597 1 
478 160 1 
478 212 1 
332 950 1 
963 511 1 
934 226 1 
226 950 1 
70 90 1 
879 222 1 
879 900 1 
99 251 1 
219 72 1 
960 273 1 
960 424 1 
960 532 1 
959 867 1 
959 248 1 
959 976 1 
873 604 1 
192 938 1 
192 577 1 
784 782 1 
636 903 1 
636 782 1 
233 983 1 
233 158 1 
825 748 1 
650 462 1 
577 279 1 
577 462 1 
462 902 1 
462 72 1 
604 54 1 
671 823 1 
671 88 1 
387 404 1 
662 325 1 
415 184 1 
124 312 1 
251 645 1 
251 598 1 
251 976 1 
532 727 1 
532 668 1 
532 572 1 
532 90 1 
731 570 1 
158 910 1 
158 651 1 
266 997 1 
266 621 1 
266 533 1 
54 910 1 
542 72 1 
782 246 1 
782 757 1 
906 270 1 
906 620 1 
906 579 1 
325 352 1 
325 350 1 
325 986 1 
222 291 1 
222 163 1 
222 469 1 
672 626 1 
672 90 1 
570 382 1 
980 212 1 
597 429 1 
503 101 1 
503 294 1 
503 976 1 
429 469 1 
184 88 1 
732 971 1 
757 72 1 
414 686 1 
414 212 1 
303 820 1 
303 803 1 
303 312 1 
294 478 1 
294 846 1 
929 850 1 
929 603 1 
929 705 1 
928 900 1 
19 661 1 
19 579 1 
518 846 1 
930 748 1 
382 253 1 
382 651 1 
533 950 1 
557 647 1 
238 705 1 
832 657 1 
832 986 1 
72 595 1 
335 356 1 
335 651 1 
163 617 1 
163 651 1 
88 980 1 
88 647 1 
647 320 1 
647 476 1 
900 649 1 
705 404 1 
686 404 1 
986 580 1 
986 579 1 
910 382 1 
910 511 1 
253 319 1 
253 217 1 
950 312 1 
90 312 1 
232 788 1 
232 404 1 
212 595 1 
846 469 1 
595 613 1 
595 217 1 
125 971 1 
651 776 1 
579 776 1 
776 353 1 
776 88 1 
776 511 1 
217 980 1 
217 469 1 
511 476 1 
312 404 1 
476 469 1 
971 988 1 
971 540 1 
971 976 1 
748 469 1 
469 678 1 
469 976 1 
404 976 1 
649 475 1 
649 976 1 
976 81 1 
81 826 1 
